PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20251043;10;2025;8393428;1;4;1;10;54;1;421.33872655;54;1;2;1;8;3;2017;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;2;;;;;;
20251043;10;2025;8393428;1;5;1;10;54;1;421.33872655;54;1;5;2;68;4;1957;5;3;;3;;2;2;2;6;;;5;;;1;1;2;56840;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393428;1;6;1;10;54;1;421.33872655;54;1;2;2;52;8;1973;13;3;;3;;2;2;2;6;;;6;;;1;3;;;4;3;4;4;4;2;3;2;2;2;;1;0;;;;1;2;1
20251043;10;2025;8393429;1;1;1;10;54;1;477.3820731;54;1;1;2;63;12;1961;1;3;;3;;2;2;2;6;;;5;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393429;1;2;1;10;54;1;477.3820731;54;1;2;1;36;2;1989;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393429;1;3;1;10;54;1;477.3820731;54;1;3;2;26;7;1999;3;1;1;3;;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393430;1;1;1;10;54;1;411.44322264;54;1;1;1;47;12;1977;1;2;;3;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393430;1;2;1;10;54;1;411.44322264;54;1;2;2;49;10;1976;2;3;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393430;1;3;1;10;54;1;411.44322264;54;1;3;2;22;9;2003;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;10;9;421;2;;1;2;1
20251043;10;2025;8393430;1;4;1;10;54;1;411.44322264;54;1;4;2;15;11;2009;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251043;10;2025;8393431;1;1;1;10;54;1;463.55887887;54;1;1;1;20;7;2005;1;2;;1;3;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;2;811;3;;2;1;1
20251043;10;2025;8393431;1;2;1;10;54;1;463.55887887;54;1;2;2;20;5;2005;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;2;612;2;;1;2;1
20251043;10;2025;8393431;1;3;1;10;54;1;463.55887887;54;1;3;1;49;12;1975;4;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8393432;1;1;1;10;54;1;336.13609958;54;1;1;2;35;9;1990;1;1;3;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393432;1;2;1;10;54;1;336.13609958;54;1;1;2;4;12;2020;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251043;10;2025;8393432;1;3;1;10;54;1;336.13609958;54;1;3;2;61;11;1963;4;2;;3;;2;2;2;6;;;4;;;1;3;;;3;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393433;1;1;1;10;54;1;248.87365954;54;1;1;2;69;7;1956;1;3;;3;;1;;2;6;;;4;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20251043;10;2025;8393433;1;2;1;10;54;1;248.87365954;54;1;1;1;3;12;2021;9;2;;2;;2;2;2;6;;;;;;2;;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251043;10;2025;8393434;1;1;1;10;54;1;460.56371126;54;1;1;1;26;5;1999;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;10;1;313;2;;2;1;1
20251043;10;2025;8393434;1;2;1;10;54;1;460.56371126;54;1;2;2;24;8;2001;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393435;1;1;1;10;54;1;631.58281804;54;1;1;2;45;4;1980;1;2;;3;;2;2;2;6;;;3;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393435;1;2;1;10;54;1;631.58281804;54;1;2;1;53;3;1972;2;2;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393435;1;3;1;10;54;1;631.58281804;54;1;3;1;18;2;2007;3;1;1;1;2;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;1;2;5;0;;1;;2;1;1
20251043;10;2025;8393436;1;1;1;10;54;1;218.59314814;54;1;1;2;64;4;1961;1;2;;3;;2;2;2;6;;;3;2;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;2;1
20251043;10;2025;8393437;1;1;1;10;54;1;460.11678009;54;1;1;1;52;7;1973;1;2;;2;;2;1;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393437;1;2;1;10;54;1;460.11678009;54;1;2;2;37;8;1988;2;2;;3;;2;1;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393438;1;1;1;10;54;1;492.06933427;54;1;1;1;53;10;1972;1;2;;3;;1;;2;6;;;2;1;2;1;1;1;57000;3;4;3;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393438;1;2;1;10;54;1;492.06933427;54;1;2;2;44;8;1981;2;2;;3;;1;;2;6;;;2;1;1;1;1;5;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393439;1;1;1;10;54;1;438.56556273;54;1;1;1;42;9;1983;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251043;10;2025;8393440;1;1;1;10;54;1;498.77990363;54;1;1;1;36;8;1989;1;2;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8393440;1;2;1;10;54;1;498.77990363;54;1;2;2;66;9;1959;2;3;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251043;10;2025;8393441;1;1;1;10;54;1;405.13684379;54;1;1;2;26;9;1999;1;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;732;7;732;1;2;1
20251043;10;2025;8393442;1;1;1;10;54;1;588.78852711;54;1;1;2;69;7;1956;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;178000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;2;1
20251043;10;2025;8393442;1;2;1;10;54;1;588.78852711;54;1;2;1;76;11;1948;2;3;;3;;2;2;2;6;;;3;1;1;1;1;2;178000;4;4;4;3;4;4;4;4;1;2;;10;10;421;7;421;2;1;1
20251043;10;2025;8393443;1;1;1;10;54;1;1021.3307754;54;1;1;1;50;10;1975;1;2;;2;;2;2;2;6;;;3;1;2;1;1;1;120000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;2;1;1
20251043;10;2025;8393443;1;2;1;10;54;1;1021.3307754;54;1;2;2;49;7;1976;2;1;3;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;613;5;613;1;2;1
20251043;10;2025;8393443;1;3;1;10;54;1;1021.3307754;54;1;2;2;73;1;1952;5;3;;3;;2;2;2;6;;;5;;;1;1;3;178000;3;4;2;2;2;2;1;3;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393444;1;1;1;10;54;1;1287.548569;54;1;1;1;46;12;1978;1;2;;3;;2;2;2;6;;;3;1;2;1;1;1;123500;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;2;1;1
20251043;10;2025;8393444;1;2;1;10;54;1;1287.548569;54;1;2;2;42;3;1983;2;2;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20251043;10;2025;8393444;1;3;1;10;54;1;1287.548569;54;1;2;1;9;7;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;2;;;;;;
20251043;10;2025;8393445;1;1;1;10;54;1;588.78852711;54;1;1;1;68;7;1957;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20251043;10;2025;8393445;1;2;1;10;54;1;588.78852711;54;1;2;2;66;9;1959;2;3;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20251043;10;2025;8393446;1;1;1;10;54;1;230.70147412;54;1;1;2;61;2;1964;1;3;;3;;2;2;2;6;;;3;1;2;1;1;3;132000;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1
20251043;10;2025;8393446;1;2;1;10;54;1;230.70147412;54;1;2;1;70;8;1955;2;3;;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393447;1;1;1;10;54;1;407.48313817;54;1;1;2;69;2;1956;1;3;;3;;2;1;2;6;;;4;;;1;3;;;3;4;3;3;3;4;4;4;1;2;;3;1;;;;1;2;1
20251043;10;2025;8393447;1;2;1;10;54;1;407.48313817;54;1;2;1;22;1;2003;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;9;4;613;2;;2;1;1
20251043;10;2025;8393447;1;3;1;10;54;1;407.48313817;54;1;3;1;15;4;2010;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;;;
20251043;10;2025;8393447;1;4;1;10;54;1;407.48313817;54;1;1;2;6;10;2019;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20251043;10;2025;8393448;1;1;1;10;54;1;1726.9895828;54;1;1;1;26;4;1999;1;2;;2;;2;2;2;6;;;6;;;1;1;1;160000;4;4;4;4;4;4;4;4;1;1;1;11;1;419;7;719;1;1;1
20251043;10;2025;8393448;1;2;1;10;54;1;1726.9895828;54;1;2;2;26;1;1999;13;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;9;315;3;;1;2;1
20251043;10;2025;8393449;1;1;1;10;54;1;925.98174296;54;1;1;2;29;5;1996;1;2;;2;;2;2;2;6;;;4;;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1
20251043;10;2025;8393449;1;2;1;10;54;1;925.98174296;54;1;1;1;3;3;2022;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251043;10;2025;8393450;1;1;1;10;54;1;1575.6074058;54;1;1;1;30;3;1995;1;2;;2;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;419;7;419;2;1;1
20251043;10;2025;8393450;1;2;1;10;54;1;1575.6074058;54;1;2;2;29;10;1996;2;2;;2;;2;2;2;6;;;3;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;2;1
20251043;10;2025;8393450;1;3;1;10;54;1;1575.6074058;54;1;1;2;8;4;2017;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251043;10;2025;8393451;1;1;1;10;54;1;319.21913832;54;1;1;1;50;;;1;1;2;3;;2;2;2;6;;;6;;;1;1;1;88000;4;4;4;4;4;4;4;4;1;2;;12;4;714;9;714;2;1;1
20251043;10;2025;8393451;1;2;1;10;54;1;319.21913832;54;1;2;2;80;;;4;3;;3;;2;2;2;6;;;5;;;1;1;2;88000;4;4;3;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393452;1;1;1;10;54;1;316.36478233;54;1;1;1;82;3;1943;1;3;;3;;2;2;2;6;;;5;;;1;2;2;850000;3;4;3;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393453;1;1;1;10;54;1;1136.1663919;54;1;1;2;34;3;1991;1;2;;3;;2;2;2;6;;;3;1;2;1;2;5;;4;4;4;4;4;4;4;4;1;2;;8;4;916;5;916;1;2;1
20251043;10;2025;8393453;1;2;1;10;54;1;1136.1663919;54;1;2;1;43;2;1982;2;2;;3;;2;2;2;6;;;3;1;1;1;2;1;168000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393453;1;3;1;10;54;1;1136.1663919;54;1;3;2;13;6;2012;3;1;1;1;2;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20251043;10;2025;8393453;1;4;1;10;54;1;1136.1663919;54;1;4;1;10;12;2014;3;1;1;1;2;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251043;10;2025;8393454;1;1;1;10;54;1;321.5752422;54;1;1;1;36;1;1989;1;2;;2;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251043;10;2025;8393454;1;2;1;10;54;1;321.5752422;54;1;2;2;33;9;1992;2;2;;2;;2;2;2;6;;;3;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;2;1
20251043;10;2025;8393454;1;3;1;10;54;1;321.5752422;54;1;3;2;17;6;2008;3;2;;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;6;1;;1;;;;
20251043;10;2025;8393454;1;4;1;10;54;1;321.5752422;54;1;1;2;5;5;2020;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;
20251043;10;2025;8393454;1;5;1;10;54;1;321.5752422;54;1;1;1;1;10;2024;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251043;10;2025;8393455;1;1;1;10;54;1;402.36239747;54;1;1;2;39;1;1986;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393455;1;2;1;10;54;1;402.36239747;54;1;2;1;17;10;2008;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;1;732;2;;;;
20251043;10;2025;8393455;1;3;1;10;54;1;402.36239747;54;1;1;2;5;8;2020;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20251043;10;2025;8393456;1;1;1;10;54;1;482.422119;54;1;1;1;51;1;1974;1;3;;2;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20251043;10;2025;8393457;1;1;1;10;54;1;661.6352619;54;1;1;1;30;1;1995;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393457;1;2;1;10;54;1;661.6352619;54;1;2;2;25;4;2000;2;2;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20251043;10;2025;8393457;1;3;1;10;54;1;661.6352619;54;1;2;1;8;9;2017;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20251043;10;2025;8393457;1;4;1;10;54;1;661.6352619;54;1;2;2;4;7;2021;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251043;10;2025;8393457;1;5;1;10;54;1;661.6352619;54;1;5;1;30;7;1995;13;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8393458;1;1;1;10;54;1;403.21289844;54;1;1;1;20;10;2005;1;2;;2;;2;2;2;6;;;6;;;1;1;1;72000;4;4;4;4;4;4;4;4;1;1;1;10;4;119;2;;2;1;1
20251040;10;2025;8393459;1;1;1;10;63;1;149.28817519;63;1;1;1;44;2;1981;1;2;;2;;2;2;2;6;;;2;1;2;1;1;3;178000;4;4;4;4;3;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8393459;1;2;1;10;63;1;149.28817519;63;1;2;2;46;12;1978;2;2;;2;;2;2;2;6;;;2;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8393459;1;3;1;10;63;1;149.28817519;63;1;2;1;9;2;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;1;4;4;4;4;1;1;1;3;3;;;;;;
20251040;10;2025;8393460;1;1;1;10;63;1;154.47317158;63;1;1;2;47;11;1977;1;3;;3;;2;2;2;6;;;2;2;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251041;10;2025;8393461;1;1;1;10;63;1;171.63685731;63;1;1;2;32;9;1993;1;2;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;723;5;723;1;2;1
20251042;10;2025;8393462;1;1;1;10;63;1;126.64819836;63;1;1;1;30;2;1995;1;2;;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393463;1;1;1;10;63;1;87.335375396;63;1;1;1;46;2;1979;1;1;2;1;3;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;1;1
20251043;10;2025;8393463;1;2;1;10;63;1;87.335375396;63;1;2;2;80;7;1945;4;3;;3;;2;1;1;6;;;3;1;3;1;3;;;2;4;3;3;3;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393463;1;3;1;10;63;1;87.335375396;63;1;2;1;86;7;1939;4;3;;3;;1;;2;6;;;3;1;2;1;3;;;4;3;3;3;3;2;2;3;2;2;;1;0;;;;2;1;1
20251043;10;2025;8393463;1;4;1;10;63;1;87.335375396;63;1;4;1;46;2;1979;6;1;2;1;3;2;1;2;6;;;6;;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393464;1;1;1;10;63;1;54.451190763;63;1;1;1;72;5;1953;1;2;;2;;2;1;2;6;;;5;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;9;6;732;6;732;2;1;1
20251043;10;2025;8393465;1;1;1;10;63;1;70.216460217;63;1;1;2;72;10;1953;1;3;;3;;2;2;2;6;;;5;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251043;10;2025;8393466;1;1;1;10;63;1;81.054846953;63;1;1;1;49;2;1976;1;3;;3;;2;2;2;6;;;4;;;1;1;1;240000;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;2;1;1
20251043;10;2025;8393467;1;1;1;10;63;1;70.216460217;63;1;1;2;60;12;1964;1;3;;3;;2;2;2;6;;;5;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393468;1;1;1;10;63;1;90.583608216;63;1;1;1;47;1;1978;1;2;;3;;2;1;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251043;10;2025;8393468;1;2;1;10;63;1;90.583608216;63;1;2;2;36;12;1988;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;315;5;315;1;2;1
20251043;10;2025;8393468;1;3;1;10;63;1;90.583608216;63;1;2;2;0;7;2025;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251043;10;2025;8393468;1;4;1;10;63;1;90.583608216;63;1;4;1;21;12;2003;9;2;;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393469;1;1;1;10;63;1;58.186994483;63;1;1;1;77;8;1948;1;3;;3;;2;1;2;6;;;3;1;2;1;1;2;56940;4;4;4;2;4;4;4;4;1;2;;3;2;;;;2;1;1
20251043;10;2025;8393469;1;2;1;10;63;1;58.186994483;63;1;2;2;76;6;1949;2;3;;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;3;3;4;4;4;1;2;;3;2;;;;1;2;1
20251043;10;2025;8393470;1;1;1;10;63;1;73.952263938;63;1;1;2;68;1;1957;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393470;1;2;1;10;63;1;73.952263938;63;1;1;2;73;10;1952;9;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;2;3;2;3;2;1;2;;3;2;;;;1;2;1
20251043;10;2025;8393471;1;1;1;10;63;1;184.71289237;63;1;1;2;91;12;1933;1;3;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393471;1;2;1;10;63;1;184.71289237;63;1;2;1;70;9;1955;3;1;1;2;;1;;1;6;;;4;;;1;1;2;56940;4;4;4;4;4;4;4;4;1;2;;10;10;311;7;311;2;1;1
20251043;10;2025;8393471;1;3;1;10;63;1;184.71289237;63;1;3;2;57;12;1967;3;1;1;2;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393472;1;1;1;10;63;1;162.42542699;63;1;1;1;87;12;1937;1;3;;3;;2;2;2;6;;;4;;;1;3;;;3;3;3;3;3;2;4;3;2;2;;1;0;;;;2;1;1
20251043;10;2025;8393473;1;1;1;10;63;1;260.51745502;63;1;4;1;65;1;1960;1;2;;3;;1;;1;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20251043;10;2025;8393473;1;2;1;10;63;1;260.51745502;63;1;2;2;57;8;1968;2;2;;3;;1;;1;6;;;3;1;1;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20251043;10;2025;8393473;1;3;1;10;63;1;260.51745502;63;1;3;1;40;3;1985;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20251043;10;2025;8393473;1;4;1;10;63;1;260.51745502;63;1;4;1;38;7;1987;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20251043;10;2025;8393474;1;1;1;10;63;1;308.97520176;63;1;1;1;45;1;1980;1;1;4;2;;2;2;2;6;;;2;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393474;1;2;1;10;63;1;308.97520176;63;1;2;2;45;10;1980;2;2;;3;;2;1;2;6;;;2;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;1;2;10;9;315;3;;1;2;1
20251043;10;2025;8393474;1;3;1;10;63;1;308.97520176;63;1;3;2;19;6;2006;3;1;2;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;3;888;3;;1;2;1
20251043;10;2025;8393474;1;4;1;10;63;1;308.97520176;63;1;4;2;85;1;1940;4;3;;3;;2;2;2;6;;;4;;;1;1;2;57000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251043;10;2025;8393474;1;5;1;10;63;1;308.97520176;63;1;5;1;37;3;1988;9;2;;2;;1;;2;6;;;6;;;1;3;;;4;3;4;4;4;3;4;3;1;1;1;8;1;2198;2;;2;1;1
20251043;10;2025;8393475;1;1;1;10;63;1;162.42542699;63;1;1;1;67;3;1958;1;3;;3;;2;1;2;6;;;4;;;1;1;2;80000;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;2;1;1
20251043;10;2025;8393476;1;1;1;10;63;1;173.56915968;63;1;1;1;75;7;1950;1;3;;3;;2;2;2;6;;;2;1;2;1;1;3;178000;4;4;3;4;4;4;4;4;1;2;;10;10;732;7;732;2;1;1
20251043;10;2025;8393476;1;2;1;10;63;1;173.56915968;63;1;2;2;74;1;1951;2;3;;3;;2;2;2;6;;;2;1;1;1;1;5;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393477;1;1;1;10;63;1;173.68973218;63;1;1;1;45;2;1980;1;3;;3;;2;2;2;6;;;2;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8393477;1;2;1;10;63;1;173.68973218;63;1;2;2;51;5;1974;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251043;10;2025;8393477;1;3;1;10;63;1;173.68973218;63;1;3;2;25;9;2000;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;9;6;921;6;921;1;2;1
20251043;10;2025;8393478;1;1;1;10;63;1;174.76188449;63;1;1;2;51;8;1974;1;3;;3;;2;1;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;612;5;612;1;2;1
20251043;10;2025;8393478;1;2;1;10;63;1;174.76188449;63;1;1;1;57;10;1968;6;3;;3;;2;1;2;6;;;6;;;1;1;2;57000;4;4;4;4;4;2;3;2;1;2;;5;2;;2;;2;1;1
20251043;10;2025;8393479;1;1;1;10;63;1;205.66130313;63;1;1;1;71;7;1954;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251043;10;2025;8393479;1;2;1;10;63;1;205.66130313;63;1;2;2;31;10;1994;9;3;;2;;1;;2;6;;;4;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;8;4;419;5;419;1;2;1
20251043;10;2025;8393479;1;3;1;10;63;1;205.66130313;63;1;2;2;3;3;2022;9;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
