PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20251040;10;2025;8376901;1;2;1;10;54;1;351.69801065;54;1;2;1;32;8;1993;3;2;;1;1;2;2;2;6;;;2;1;3;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8376901;1;3;1;10;54;1;351.69801065;54;1;3;2;29;10;1995;7;2;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;713;5;713;1;2;1
20251040;10;2025;8376901;1;4;1;10;54;1;351.69801065;54;1;3;2;4;6;2021;8;1;3;1;2;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251040;10;2025;8376902;1;1;1;10;54;1;1377.6746684;54;1;1;2;49;3;1976;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376902;1;2;1;10;54;1;1377.6746684;54;1;2;1;28;8;1997;3;1;1;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20251040;10;2025;8376902;1;3;1;10;54;1;1377.6746684;54;1;3;2;11;9;2014;8;3;;3;;1;;1;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251040;10;2025;8376903;1;1;1;10;54;1;514.82306814;54;1;1;1;70;11;1954;1;3;;3;;1;;1;6;;;2;1;2;1;3;;;2;3;4;4;2;4;4;4;1;2;;4;1;;;;2;1;1
20251040;10;2025;8376903;1;2;1;10;54;1;514.82306814;54;1;2;2;64;3;1961;2;3;;3;;1;;1;6;;;2;1;1;1;3;;;4;4;2;4;4;3;4;4;2;2;;1;0;;;;1;2;1
20251040;10;2025;8376903;1;3;1;10;54;1;514.82306814;54;1;2;1;11;9;2014;13;2;;2;;2;2;2;6;;;6;;;1;3;;;4;2;4;4;4;1;2;1;2;2;;1;0;;;;;;
20251040;10;2025;8376904;1;1;1;10;54;1;437.11003534;54;1;1;2;40;2;1985;1;1;3;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376904;1;2;1;10;54;1;437.11003534;54;1;2;1;15;8;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251040;10;2025;8376904;1;3;1;10;54;1;437.11003534;54;1;3;2;62;11;1962;4;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20251040;10;2025;8376905;1;1;1;10;54;1;508.86732377;54;1;1;1;78;6;1947;1;3;;3;;1;;1;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1
20251040;10;2025;8376905;1;2;1;10;54;1;508.86732377;54;1;2;2;49;7;1976;3;3;;1;1;2;2;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1
20251040;10;2025;8376906;1;1;1;10;54;1;367.34461081;54;1;1;1;33;12;1991;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;8;4;713;5;713;2;1;1
20251040;10;2025;8376906;1;2;1;10;54;1;367.34461081;54;1;2;2;28;8;1997;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;411;1;2;1
20251040;10;2025;8376906;1;3;1;10;54;1;367.34461081;54;1;2;2;9;11;2015;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251040;10;2025;8376907;1;1;1;10;54;1;643.229492;54;1;1;1;40;7;1985;1;2;;2;;2;2;2;6;;;3;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;612;5;612;2;1;1
20251040;10;2025;8376908;1;1;1;10;54;1;260.98198552;54;1;1;1;64;3;1961;1;3;;3;;1;;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376908;1;2;1;10;54;1;260.98198552;54;1;2;2;62;3;1963;2;3;;3;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376908;1;3;1;10;54;1;260.98198552;54;1;1;1;6;5;2019;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;0;;;;;;
20251040;10;2025;8376909;1;1;1;10;54;1;486.16421255;54;1;1;2;47;9;1978;1;2;;3;;2;2;2;6;;;2;2;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376910;1;1;1;10;54;1;1193.8940734;54;1;1;2;38;3;1987;1;3;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1
20251040;10;2025;8376911;1;1;1;10;54;1;487.59566581;54;1;1;1;37;10;1988;1;2;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20251040;10;2025;8376911;1;2;1;10;54;1;487.59566581;54;1;2;2;29;7;1996;2;2;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376911;1;3;1;10;54;1;487.59566581;54;1;3;1;12;4;2013;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251040;10;2025;8376911;1;4;1;10;54;1;487.59566581;54;1;1;1;9;5;2016;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251040;10;2025;8376911;1;5;1;10;54;1;487.59566581;54;1;1;1;7;2;2018;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251040;10;2025;8376912;1;1;1;10;54;1;559.91520615;54;1;1;1;61;9;1964;1;2;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376913;1;1;1;10;54;1;422.08494404;54;1;1;1;38;7;1987;1;2;;2;;2;2;2;6;;;2;1;2;1;3;;;2;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251040;10;2025;8376913;1;2;1;10;54;1;422.08494404;54;1;2;2;35;4;1990;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;2;2;3;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376913;1;3;1;10;54;1;422.08494404;54;1;1;1;9;8;2016;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;1;1;3;2;;;;;;
20251040;10;2025;8376914;1;1;1;10;54;1;876.06087498;54;1;1;1;60;12;1964;1;3;;3;;1;;1;6;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20251040;10;2025;8376914;1;2;1;10;54;1;876.06087498;54;1;2;1;38;5;1987;3;2;;1;1;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20251040;10;2025;8376915;1;1;1;10;54;1;559.91520615;54;1;1;1;66;2;1959;1;3;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20251040;10;2025;8376916;1;1;1;10;54;1;301.52841203;54;1;1;2;35;6;1990;1;2;;2;;2;2;2;6;;;3;2;;1;2;5;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20251040;10;2025;8376916;1;2;1;10;54;1;301.52841203;54;1;2;2;19;8;2006;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56940;4;4;3;4;4;4;4;4;1;2;;9;4;413;6;413;1;2;1
20251040;10;2025;8376916;1;3;1;10;54;1;301.52841203;54;1;1;2;15;5;2010;3;1;1;2;;2;2;2;6;;;6;;;1;2;5;;4;4;3;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251040;10;2025;8376916;1;4;1;10;54;1;301.52841203;54;1;1;1;11;7;2014;3;1;1;2;;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251040;10;2025;8376917;1;1;1;10;54;1;280.47935339;54;1;1;2;47;12;1977;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;2;3;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376918;1;1;1;10;54;1;1230.0348893;54;1;1;1;49;4;1976;1;3;;3;;1;;1;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376919;1;1;1;10;54;1;613.02315154;54;1;1;2;76;6;1949;1;3;;3;;1;;1;6;;;5;;;1;3;;;4;4;2;3;4;4;4;4;1;2;;3;3;;;;1;2;1
20251040;10;2025;8376919;1;2;1;10;54;1;613.02315154;54;1;2;1;49;12;1975;3;1;1;3;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376920;1;1;1;10;54;1;367.34461081;54;1;1;1;51;1;1974;1;2;;3;;1;;1;6;;;2;1;2;1;2;1;113000;4;4;4;4;4;4;4;4;1;1;1;12;3;111;7;413;2;1;1
20251040;10;2025;8376920;1;2;1;10;54;1;367.34461081;54;1;2;2;48;12;1976;2;2;;3;;1;;1;6;;;2;1;1;1;2;1;113000;4;4;4;4;4;4;4;4;1;1;1;12;3;111;7;111;1;2;1
20251040;10;2025;8376920;1;3;1;10;54;1;367.34461081;54;1;3;2;12;12;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251040;10;2025;8376921;1;1;1;10;54;1;298.29256236;54;1;1;2;35;4;1990;1;1;5;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20251040;10;2025;8376921;1;2;1;10;54;1;298.29256236;54;1;2;1;17;8;2008;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20251040;10;2025;8376921;1;3;1;10;54;1;298.29256236;54;1;3;2;15;9;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251040;10;2025;8376921;1;4;1;10;54;1;298.29256236;54;1;4;1;15;9;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20251040;10;2025;8376921;1;5;1;10;54;1;298.29256236;54;1;5;2;56;10;1968;4;3;;2;;2;2;2;6;;;4;;;1;3;;;4;4;3;2;4;4;4;4;1;2;;3;3;;;;1;2;1
20251040;10;2025;8376923;1;1;1;10;54;1;1193.8940734;54;1;1;2;46;9;1979;1;3;;3;;2;2;2;6;;;4;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;2;1
20251040;10;2025;8376924;1;1;1;10;54;1;371.09393769;54;1;1;1;45;10;1979;1;2;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;2;1;1
20251040;10;2025;8376925;1;1;1;10;54;1;651.59207673;54;1;1;2;23;2;2002;1;2;;2;;2;2;2;6;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20251040;10;2025;8376925;1;2;1;10;54;1;651.59207673;54;1;1;1;6;6;2019;3;1;1;3;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;2;1;;;;;;
20251040;10;2025;8376925;1;3;1;10;54;1;651.59207673;54;1;1;2;3;2;2022;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251040;10;2025;8376926;1;1;1;10;54;1;530.60888228;54;1;1;1;46;8;1979;1;2;;2;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;8;4;715;5;715;2;1;1
20251040;10;2025;8376926;1;2;1;10;54;1;530.60888228;54;1;2;2;43;3;1982;2;2;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1
20251040;10;2025;8376926;1;3;1;10;54;1;530.60888228;54;1;2;2;4;2;2021;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251040;10;2025;8376927;1;1;1;10;54;1;405.13684379;54;1;1;2;48;6;1977;1;2;;2;;2;2;2;6;;;4;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1
20251040;10;2025;8376928;1;1;1;10;54;1;507.87701032;54;1;1;1;28;11;1996;1;2;;3;;2;2;2;6;;;1;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251040;10;2025;8376928;1;2;1;10;54;1;507.87701032;54;1;2;2;22;12;2002;2;2;;2;;2;2;2;6;;;1;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;1;2;1
20251040;10;2025;8376928;1;3;1;10;54;1;507.87701032;54;1;2;1;0;10;2024;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376929;1;1;1;10;54;1;419.86676525;54;1;1;1;24;9;2001;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;6;1;;1;;2;1;1
20251040;10;2025;8376929;1;2;1;10;54;1;419.86676525;54;1;2;2;22;6;2003;2;2;;2;;2;2;2;6;;;2;1;1;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376929;1;3;1;10;54;1;419.86676525;54;1;2;1;3;3;2022;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251040;10;2025;8376930;1;1;1;10;54;1;414.45107086;54;1;1;2;36;10;1988;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20251040;10;2025;8376930;1;2;1;10;54;1;414.45107086;54;1;2;2;21;3;2004;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1
20251040;10;2025;8376930;1;3;1;10;54;1;414.45107086;54;1;3;1;17;3;2008;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;0;411;2;;;;
20251040;10;2025;8376930;1;4;1;10;54;1;414.45107086;54;1;1;1;8;7;2017;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251040;10;2025;8376930;1;5;1;10;54;1;414.45107086;54;1;1;2;3;9;2022;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251040;10;2025;8376931;1;1;1;10;54;1;397.71572636;54;1;1;1;62;5;1963;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;2;3;4;4;4;4;1;2;;4;3;;;;2;1;1
20251040;10;2025;8376932;1;1;1;10;54;1;360.47105332;54;1;1;2;59;5;1966;1;3;;3;;1;;2;6;;;3;1;2;2;;;;4;4;2;4;2;2;4;4;1;2;;3;2;;;;1;2;1
20251040;10;2025;8376932;1;2;1;10;54;1;360.47105332;54;1;2;1;65;8;1960;2;3;;3;;1;;1;6;;;3;1;1;1;1;2;56940;2;4;2;4;4;2;4;4;1;2;;4;3;;;;2;1;1
20251040;10;2025;8376933;1;1;1;10;54;1;1742.0443679;54;1;1;2;44;6;1981;1;2;;3;;2;1;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251040;10;2025;8376933;1;2;1;10;54;1;1742.0443679;54;1;2;2;22;12;2002;3;1;1;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376933;1;3;1;10;54;1;1742.0443679;54;1;3;1;20;2;2005;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8376933;1;4;1;10;54;1;1742.0443679;54;1;4;2;16;5;2009;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;6;0;;1;;;;
20251040;10;2025;8376933;1;5;1;10;54;1;1742.0443679;54;1;5;1;14;12;2010;3;1;1;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;3;4;4;1;1;1;4;0;;;;;;
20251040;10;2025;8376934;1;1;1;10;54;1;461.60813808;54;1;1;2;60;9;1965;1;2;;3;;2;1;2;6;;;4;;;1;3;;;4;4;2;2;3;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376934;1;2;1;10;54;1;461.60813808;54;1;2;1;25;3;2000;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8376934;1;3;1;10;54;1;461.60813808;54;1;3;2;26;12;1998;3;1;1;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376934;1;4;1;10;54;1;461.60813808;54;1;1;2;8;12;2016;8;1;3;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;;;
20251040;10;2025;8376934;1;5;1;10;54;1;461.60813808;54;1;1;2;6;2;2019;8;1;3;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;2;1;;;;;;
20251040;10;2025;8376935;1;1;1;10;54;1;740.78539437;54;1;1;2;40;2;1985;1;2;;2;;2;2;2;6;;;2;2;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;119;7;119;1;2;1
20251040;10;2025;8376935;1;2;1;10;54;1;740.78539437;54;1;1;1;6;12;2018;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20251040;10;2025;8376936;1;1;1;10;54;1;536.02457667;54;1;1;1;48;11;1976;1;3;;3;;2;2;2;6;;;4;;;1;3;;;4;4;4;3;3;4;4;4;1;2;;3;2;;;;2;1;1
20251040;10;2025;8376937;1;1;1;10;54;1;1551.9654314;54;1;1;2;48;7;1977;1;2;;2;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20251040;10;2025;8376937;1;2;1;10;54;1;1551.9654314;54;1;2;1;50;4;1975;2;2;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376937;1;3;1;10;54;1;1551.9654314;54;1;3;2;24;9;2001;3;1;1;1;2;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376937;1;4;1;10;54;1;1551.9654314;54;1;4;1;29;7;1996;7;2;;2;;1;;2;6;;;2;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8376937;1;5;1;10;54;1;1551.9654314;54;1;1;1;7;3;2018;9;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20251040;10;2025;8376938;1;1;1;10;54;1;1018.2744414;54;1;1;1;28;8;1997;1;2;;2;;1;;2;6;;;2;1;2;2;;;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251040;10;2025;8376938;1;2;1;10;54;1;1018.2744414;54;1;2;2;36;10;1989;2;2;;2;;2;2;2;6;;;2;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;8;4;911;5;911;1;2;1
20251040;10;2025;8376938;1;3;1;10;54;1;1018.2744414;54;1;2;2;8;10;2016;3;1;2;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;2;;;;;;
20251040;10;2025;8376938;1;4;1;10;54;1;1018.2744414;54;1;2;2;6;11;2018;3;1;2;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;3;0;;;;;;
20251040;10;2025;8376938;1;5;1;10;54;1;1018.2744414;54;1;2;2;1;5;2024;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376939;1;1;1;10;54;1;284.04428715;54;1;1;2;46;4;1979;1;1;4;1;3;2;2;2;6;;;5;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376939;1;2;1;10;54;1;284.04428715;54;1;1;2;12;8;2013;3;1;1;3;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251040;10;2025;8376939;1;3;1;10;54;1;284.04428715;54;1;3;1;78;12;1946;4;3;;3;;2;2;2;6;;;3;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251040;10;2025;8376939;1;4;1;10;54;1;284.04428715;54;1;4;2;65;11;1959;4;3;;3;;2;2;2;6;;;3;1;3;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376940;1;1;1;10;54;1;329.67597839;54;1;1;2;51;11;1973;1;2;;3;;1;;1;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20251040;10;2025;8376940;1;2;1;10;54;1;329.67597839;54;1;1;2;23;2;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;2;4;2;2;2;3;2;2;2;;1;0;;;;1;2;1
20251040;10;2025;8376941;1;1;1;10;54;1;380.03103644;54;1;1;1;69;4;1956;1;3;;3;;2;2;2;6;;;2;1;2;1;1;3;178000;4;4;4;2;4;4;3;4;1;2;;11;2;488;8;488;2;1;1
20251040;10;2025;8376941;1;2;1;10;54;1;380.03103644;54;1;2;2;59;11;1965;2;1;6;3;;2;2;2;6;;;2;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376941;1;3;1;10;54;1;380.03103644;54;1;3;1;35;4;1990;3;1;2;1;1;2;2;2;6;;;2;1;4;1;1;1;57000;4;4;4;4;4;4;4;4;1;1;1;10;1;488;5;715;2;1;1
20251040;10;2025;8376941;1;4;1;10;54;1;380.03103644;54;1;4;2;27;12;1997;7;2;;2;;2;2;2;6;;;2;1;3;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376941;1;5;1;10;54;1;380.03103644;54;1;4;2;1;5;2024;8;1;4;1;3;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376941;1;6;1;10;54;1;380.03103644;54;1;2;2;88;10;1936;5;3;;3;;1;;2;6;;;5;;;1;1;2;88000;3;4;4;3;4;4;4;4;1;2;;3;2;;;;1;2;1
20251040;10;2025;8376942;1;1;1;10;54;1;452.45014285;54;1;1;2;31;10;1994;1;2;;3;;1;;2;6;;;6;;;1;3;;;4;4;4;2;4;4;4;4;1;2;;8;4;112;5;112;1;2;1
20251040;10;2025;8376942;1;2;1;10;54;1;452.45014285;54;1;1;1;6;1;2019;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;1;2;4;1;4;2;1;1;3;0;;;;;;
20251040;10;2025;8376943;1;1;1;10;54;1;372.55346619;54;1;1;1;22;2;2003;1;2;;2;;2;2;2;6;;;1;1;2;1;1;1;72000;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;2;1;1
20251040;10;2025;8376943;1;2;1;10;54;1;372.55346619;54;1;2;2;24;6;2001;2;2;;2;;2;2;2;6;;;1;1;1;2;;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251040;10;2025;8376944;1;1;1;10;54;1;612.27752121;54;1;1;2;67;10;1958;1;3;;3;;1;;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1
20251040;10;2025;8376944;1;2;1;10;54;1;612.27752121;54;1;2;1;65;4;1960;2;3;;3;;2;1;2;6;;;3;1;1;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;3;;;;2;1;1
20251040;10;2025;8376944;1;3;1;10;54;1;612.27752121;54;1;3;2;26;5;1999;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;8;3;913;2;;1;2;1
20251040;10;2025;8376944;1;4;1;10;54;1;612.27752121;54;1;4;2;26;5;1999;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;1;2;1
20251040;10;2025;8376944;1;5;1;10;54;1;612.27752121;54;1;5;1;31;9;1994;3;1;1;1;2;2;2;2;6;;;2;1;6;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;9;6;411;6;411;2;1;1
20251040;10;2025;8376944;1;6;1;10;54;1;612.27752121;54;1;6;2;31;12;1993;7;2;;2;;2;2;2;6;;;2;1;5;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251040;10;2025;8376944;1;7;1;10;54;1;612.27752121;54;1;6;1;1;1;2024;8;1;6;1;5;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376944;1;8;1;10;54;1;612.27752121;54;1;6;2;0;6;2025;8;1;6;1;5;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376945;1;1;1;10;54;1;309.64632276;54;1;1;2;62;9;1963;1;3;;3;;2;2;2;6;;;4;;;1;1;5;;4;4;4;3;2;3;4;4;1;2;;3;5;;;;1;2;1
20251040;10;2025;8376945;1;2;1;10;54;1;309.64632276;54;1;2;2;32;3;1993;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251040;10;2025;8376945;1;3;1;10;54;1;309.64632276;54;1;2;1;1;3;2024;8;1;2;2;;2;2;2;6;;;;;;1;2;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251040;10;2025;8376945;1;4;1;10;54;1;309.64632276;54;1;4;2;23;5;2002;3;1;1;2;;2;2;2;6;;;2;2;;1;2;5;;4;4;3;4;4;4;4;4;1;2;;8;4;911;5;911;1;2;1
